2025-05-11 00:29:36.018 [] [] WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=44m58s572ms).
2025-05-11 01:44:37.566 [] [] WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h15m1s557ms).
2025-05-11 21:55:08.513 [] [] WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=20h10m30s947ms).
2025-05-11 21:58:26.389 [68210144ecfca85e76a71cbe47fa6877] [3ff3c99f9cdcf9ce] WARN  [http-nio-8084-exec-9] o.h.e.jdbc.spi.SqlExceptionHelper - SQL Error: 0, SQLState: 08001
2025-05-11 21:58:26.391 [68210144ecfca85e76a71cbe47fa6877] [3ff3c99f9cdcf9ce] ERROR [http-nio-8084-exec-9] o.h.e.jdbc.spi.SqlExceptionHelper - HikariPool-1 - Connection is not available, request timed out after 30010ms.
2025-05-11 21:58:26.391 [68210144ecfca85e76a71cbe47fa6877] [3ff3c99f9cdcf9ce] ERROR [http-nio-8084-exec-9] o.h.e.jdbc.spi.SqlExceptionHelper - Connection to localhost:5432 refused. Check that the hostname and port are correct and that the postmaster is accepting TCP/IP connections.
2025-05-11 22:00:38.191 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@cfd5825 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.224 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@77caa0d (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.231 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@54ff5c32 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.232 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@32251af8 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.238 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@211299ee (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.240 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@43dc7303 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.247 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6d6cb986 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.258 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@77049c09 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.260 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@426cb6ee (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:38.269 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] WARN  [http-nio-8084-exec-6] com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@620891cb (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2025-05-11 22:00:39.138 [682101e58fd003ea191a5f7c86065480] [5c424999a13fc597] INFO  [http-nio-8084-exec-6] c.o.g.auth.AuthenticationService - Authentification réussie pour: prince
2025-05-11 22:00:39.431 [682101e7637841c042662ca6638a03b3] [d8148a9116569fb8] INFO  [http-nio-8084-exec-7] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.432 [682101e7b0ebd5244eb4a045e5d07a28] [b1de7f9050099535] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.445 [682101e7637841c042662ca6638a03b3] [d8148a9116569fb8] INFO  [http-nio-8084-exec-7] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.445 [682101e7b0ebd5244eb4a045e5d07a28] [b1de7f9050099535] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.445 [682101e7637841c042662ca6638a03b3] [d8148a9116569fb8] INFO  [http-nio-8084-exec-7] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.445 [682101e7b0ebd5244eb4a045e5d07a28] [b1de7f9050099535] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.445 [682101e7637841c042662ca6638a03b3] [d8148a9116569fb8] INFO  [http-nio-8084-exec-7] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.446 [682101e7b0ebd5244eb4a045e5d07a28] [b1de7f9050099535] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.446 [682101e7eb5ed1a5f955cbffa7722148] [8b17c64bb82928e4] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.432 [682101e71b4dbb287e36e916d580455c] [6b25070f06b6da3d] INFO  [http-nio-8084-exec-6] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.446 [682101e7eb5ed1a5f955cbffa7722148] [8b17c64bb82928e4] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.447 [682101e78c95babd43f7205b4955a015] [c11d8fe60a6e77d0] INFO  [http-nio-8084-exec-4] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.447 [682101e71b4dbb287e36e916d580455c] [6b25070f06b6da3d] INFO  [http-nio-8084-exec-6] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.447 [682101e7eb5ed1a5f955cbffa7722148] [8b17c64bb82928e4] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.447 [682101e78c95babd43f7205b4955a015] [c11d8fe60a6e77d0] INFO  [http-nio-8084-exec-4] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.447 [682101e7eb5ed1a5f955cbffa7722148] [8b17c64bb82928e4] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.447 [682101e71b4dbb287e36e916d580455c] [6b25070f06b6da3d] INFO  [http-nio-8084-exec-6] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.448 [682101e78c95babd43f7205b4955a015] [c11d8fe60a6e77d0] INFO  [http-nio-8084-exec-4] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.448 [682101e71b4dbb287e36e916d580455c] [6b25070f06b6da3d] INFO  [http-nio-8084-exec-6] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.448 [682101e78c95babd43f7205b4955a015] [c11d8fe60a6e77d0] INFO  [http-nio-8084-exec-4] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.461 [682101e7e599888c3ed41f80afe1a595] [bd7dbfb8408fbc21] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.463 [682101e7e599888c3ed41f80afe1a595] [bd7dbfb8408fbc21] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.466 [682101e7e599888c3ed41f80afe1a595] [bd7dbfb8408fbc21] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.466 [682101e7e599888c3ed41f80afe1a595] [bd7dbfb8408fbc21] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.586 [682101e7b0ebd5244eb4a045e5d07a28] [b1de7f9050099535] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
